domain_i,domain_j,transfer_direction,dLoss_depsilon,favorable_direction,feasible_epsilon_max,reverse_feasible_epsilon_max,hull_equation_residual_max,evaluation_point,quality_bridge,claim_scope
freelaw,europarl,europarl-> freelaw,0.3889202725264547,freelaw-> europarl,0.01273706475403153,0.08760470916195823,6.92154666914746e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
freelaw,hackernews,hackernews-> freelaw,0.8103873663664976,freelaw-> hackernews,0.011650822378108681,0.0802378798586516,1.6930901125533637e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
freelaw,pubmed_abstracts,pubmed_abstracts-> freelaw,-0.06435478950933199,pubmed_abstracts-> freelaw,0.06618116611257158,0.09682483215202778,4.996003610813204e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
freelaw,uspto_backgrounds,uspto_backgrounds-> freelaw,-0.15512659530471873,uspto_backgrounds-> freelaw,0.07556475309333563,0.09682483215202778,1.426636586643326e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,pubmed_central,pubmed_central-> nih_exporter,-0.3694704024324203,pubmed_central-> nih_exporter,0.04244505368496612,0.005889680217095942,1.3600232051658168e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,wikipedia_en,wikipedia_en-> nih_exporter,-0.8059374010459197,wikipedia_en-> nih_exporter,0.040722383809235124,0.005889680217095942,9.492406860545088e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,dm_mathematics,dm_mathematics-> nih_exporter,0.18694423552715372,nih_exporter-> dm_mathematics,0.02546285409705039,0.005889680217095942,8.049116928532385e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,github,github-> nih_exporter,-0.5656222843376919,github-> nih_exporter,0.041752542283135206,0.005889680217095942,5.162537064506978e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,philpapers,philpapers-> nih_exporter,0.736262342756524,nih_exporter-> philpapers,0.005487697351193028,0.005889680217095942,9.43689570931383e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,stackexchange,stackexchange-> nih_exporter,-0.6371117224836302,stackexchange-> nih_exporter,0.041833449749168444,0.005889680217095942,2.3175905639050143e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,enron_emails,enron_emails-> nih_exporter,0.7630097930780271,nih_exporter-> enron_emails,0.0022110330434062255,0.005889680217095937,8.465450562766819e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,gutenberg_pg_19,gutenberg_pg_19-> nih_exporter,-0.10496013849366931,gutenberg_pg_19-> nih_exporter,0.037432681092901876,0.005889680217095942,1.249000902703301e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,pile_cc,pile_cc-> nih_exporter,-0.4373832362270697,pile_cc-> nih_exporter,0.041479254445256006,0.005889680217095942,6.245004513516506e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,ubuntu_irc,ubuntu_irc-> nih_exporter,0.3159332198139935,nih_exporter-> ubuntu_irc,0.01959999828400712,0.005889680217095942,1.2317924458216112e-13,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,europarl,europarl-> nih_exporter,-0.09193673427749577,europarl-> nih_exporter,0.01273706475403158,0.005889680217095942,3.011479954295737e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,hackernews,hackernews-> nih_exporter,0.329530359562547,nih_exporter-> hackernews,0.011650822378108971,0.005889680217095942,1.9567680809018384e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,pubmed_abstracts,pubmed_abstracts-> nih_exporter,-0.5452117963132825,pubmed_abstracts-> nih_exporter,0.04002712760028781,0.005889680217095942,8.708311849403572e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
nih_exporter,uspto_backgrounds,uspto_backgrounds-> nih_exporter,-0.6359836021086692,uspto_backgrounds-> nih_exporter,0.04162867250252615,0.005889680217095942,3.524958103184872e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,wikipedia_en,wikipedia_en-> pubmed_central,-0.43646699861349947,wikipedia_en-> pubmed_central,0.07507775607983626,0.11375419105058358,5.856426454897701e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,dm_mathematics,dm_mathematics-> pubmed_central,0.556414637959574,pubmed_central-> dm_mathematics,0.02546285409705039,0.11338744545108081,1.9567680809018384e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,github,github-> pubmed_central,-0.19615188190527166,github-> pubmed_central,0.11070066007050956,0.11375419105058507,7.441824934062424e-13,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,philpapers,philpapers-> pubmed_central,1.1057327451889445,pubmed_central-> philpapers,0.005487697351193028,0.039735033285675174,3.191891195797325e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,stackexchange,stackexchange-> pubmed_central,-0.2676413200512099,stackexchange-> pubmed_central,0.09943242344413017,0.11375419105058354,2.7228219678931964e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,enron_emails,enron_emails-> pubmed_central,1.1324801955104475,pubmed_central-> enron_emails,0.0022110330434062255,0.019035414724968905,1.942890293094024e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,gutenberg_pg_19,gutenberg_pg_19-> pubmed_central,0.264510263938751,pubmed_central-> gutenberg_pg_19,0.04691494424753537,0.11375419105058353,1.0377809722683651e-13,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,pile_cc,pile_cc-> pubmed_central,-0.06791283379464941,pile_cc-> pubmed_central,0.1194875977918861,0.11375419105058357,8.645167914878016e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,ubuntu_irc,ubuntu_irc-> pubmed_central,0.6854036222464138,pubmed_central-> ubuntu_irc,0.01959999828400589,0.11250779745117691,4.3211961786582265e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,europarl,europarl-> pubmed_central,0.27753366815492453,pubmed_central-> europarl,0.01273706475403153,0.08333431145803119,3.469446951953614e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,hackernews,hackernews-> pubmed_central,0.6990007619949673,pubmed_central-> hackernews,0.011650822378108681,0.08519328688642133,6.088879400678593e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,pubmed_abstracts,pubmed_abstracts-> pubmed_central,-0.17574139388086218,pubmed_abstracts-> pubmed_central,0.06618116611257159,0.11375419105058372,2.78013723153947e-13,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_central,uspto_backgrounds,uspto_backgrounds-> pubmed_central,-0.2665131996762489,uspto_backgrounds-> pubmed_central,0.0755647530933359,0.11375419105058358,1.6653345369377348e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,dm_mathematics,dm_mathematics-> wikipedia_en,0.9928816365730735,wikipedia_en-> dm_mathematics,0.02546285409705039,0.07507775607983629,9.936496070395151e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,github,github-> wikipedia_en,0.2403151167082278,wikipedia_en-> github,0.11070066007050919,0.07507775607983627,2.8005375796169574e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,philpapers,philpapers-> wikipedia_en,1.5421997438024437,wikipedia_en-> philpapers,0.005487697351193028,0.04070089243172827,1.304512053934559e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,stackexchange,stackexchange-> wikipedia_en,0.16882567856228958,wikipedia_en-> stackexchange,0.09943242344413022,0.07507775607983626,9.992007221626409e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,enron_emails,enron_emails-> wikipedia_en,1.5689471941239468,wikipedia_en-> enron_emails,0.0022110330434062255,0.019101900048577362,6.938893903907228e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,gutenberg_pg_19,gutenberg_pg_19-> wikipedia_en,0.7009772625522505,wikipedia_en-> gutenberg_pg_19,0.04691494424753537,0.07507775607983626,3.469446951953614e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,pile_cc,pile_cc-> wikipedia_en,0.36855416481885006,wikipedia_en-> pile_cc,0.11948759779188461,0.07507775607983626,3.98361899023314e-13,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,ubuntu_irc,ubuntu_irc-> wikipedia_en,1.1218706208599132,wikipedia_en-> ubuntu_irc,0.01959999828400589,0.07507775607983633,1.304512053934559e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,europarl,europarl-> wikipedia_en,0.714000666768424,wikipedia_en-> europarl,0.01273706475403153,0.07321563239574087,4.912736883966318e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,hackernews,hackernews-> wikipedia_en,1.1354677606084667,wikipedia_en-> hackernews,0.011650822378108681,0.07452208877547971,1.657007864253046e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,pubmed_abstracts,pubmed_abstracts-> wikipedia_en,0.2607256047326373,wikipedia_en-> pubmed_abstracts,0.0661811661125716,0.07507775607983626,2.0816681711721685e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
wikipedia_en,uspto_backgrounds,uspto_backgrounds-> wikipedia_en,0.16995379893725054,wikipedia_en-> uspto_backgrounds,0.07556475309333588,0.07507775607983626,5.065392549852277e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,github,github-> dm_mathematics,-0.7525665198648457,github-> dm_mathematics,0.11070066007050916,0.02546285409705039,3.7470027081099033e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,philpapers,philpapers-> dm_mathematics,0.5493181072293704,dm_mathematics-> philpapers,0.005487697351193028,0.025462854097050378,2.095545958979983e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,stackexchange,stackexchange-> dm_mathematics,-0.8240559580107839,stackexchange-> dm_mathematics,0.09943242344413028,0.02546285409705039,3.6637359812630166e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,enron_emails,enron_emails-> dm_mathematics,0.5760655575508734,dm_mathematics-> enron_emails,0.0022110330434062255,0.017981493788261742,6.661338147750939e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,gutenberg_pg_19,gutenberg_pg_19-> dm_mathematics,-0.29190437402082303,gutenberg_pg_19-> dm_mathematics,0.046914944247535395,0.025462854097050396,1.1102230246251565e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,pile_cc,pile_cc-> dm_mathematics,-0.6243274717542234,pile_cc-> dm_mathematics,0.11948759779188585,0.02546285409705039,3.552713678800501e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,ubuntu_irc,ubuntu_irc-> dm_mathematics,0.1289889842868398,dm_mathematics-> ubuntu_irc,0.0195999982840059,0.025462854097050406,1.619537837171947e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,europarl,europarl-> dm_mathematics,-0.2788809698046495,europarl-> dm_mathematics,0.01273706475403153,0.02546285409705039,5.551115123125783e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,hackernews,hackernews-> dm_mathematics,0.14258612403539328,dm_mathematics-> hackernews,0.011650822378108681,0.02546285409705039,1.5265566588595902e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,pubmed_abstracts,pubmed_abstracts-> dm_mathematics,-0.7321560318404362,pubmed_abstracts-> dm_mathematics,0.0661811661125716,0.02546285409705039,1.8041124150158794e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
dm_mathematics,uspto_backgrounds,uspto_backgrounds-> dm_mathematics,-0.8229278376358229,uspto_backgrounds-> dm_mathematics,0.0755647530933359,0.02546285409705039,4.163336342344337e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,philpapers,philpapers-> github,1.301884627094216,github-> philpapers,0.005487697351193028,0.03958725003442034,1.6930901125533637e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,stackexchange,stackexchange-> github,-0.07148943814593822,stackexchange-> github,0.09943242344412999,0.11070066007050916,1.1222967000179551e-13,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,enron_emails,enron_emails-> github,1.328632077415719,github-> enron_emails,0.0022110330434062255,0.019266351485172563,2.8102520310824275e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,gutenberg_pg_19,gutenberg_pg_19-> github,0.46066214584402265,github-> gutenberg_pg_19,0.04691494424753537,0.11070066007050916,4.163336342344337e-17,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,pile_cc,pile_cc-> github,0.12823904811062226,github-> pile_cc,0.11948759779188553,0.11070066007050916,4.551914400963142e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,ubuntu_irc,ubuntu_irc-> github,0.8815555041516855,github-> ubuntu_irc,0.01959999828400589,0.10882675363553201,3.885780586188048e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,europarl,europarl-> github,0.4736855500601962,github-> europarl,0.01273706475403153,0.08652614601970414,9.575673587391975e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,hackernews,hackernews-> github,0.895152643900239,github-> hackernews,0.011650822378108681,0.08198556158134594,6.106226635438361e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,pubmed_abstracts,pubmed_abstracts-> github,0.02041048802440948,github-> pubmed_abstracts,0.06618116611257169,0.11070066007051207,3.111955138024314e-13,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
github,uspto_backgrounds,uspto_backgrounds-> github,-0.07036131777097726,uspto_backgrounds-> github,0.0755647530933359,0.11070066007050816,4.0591141559076505e-13,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
philpapers,stackexchange,stackexchange-> philpapers,-1.3733740652401543,stackexchange-> philpapers,0.04076850525100477,0.005487697351193028,2.2343238370581275e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
philpapers,enron_emails,enron_emails-> philpapers,0.026747450321503052,philpapers-> enron_emails,0.0022110330434062255,0.00548769735119304,3.802513859341161e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
philpapers,gutenberg_pg_19,gutenberg_pg_19-> philpapers,-0.8412224812501934,gutenberg_pg_19-> philpapers,0.03852088291908767,0.005487697351193028,4.0245584642661925e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
philpapers,pile_cc,pile_cc-> philpapers,-1.1736455789835938,pile_cc-> philpapers,0.04045407195565862,0.005487697351193028,1.2490009027033011e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
philpapers,ubuntu_irc,ubuntu_irc-> philpapers,-0.42032912294253055,ubuntu_irc-> philpapers,0.019599998284005993,0.005487697351193028,5.523359547510154e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
philpapers,europarl,europarl-> philpapers,-0.8281990770340198,europarl-> philpapers,0.01273706475403153,0.005487697351193028,2.220446049250313e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
philpapers,hackernews,hackernews-> philpapers,-0.4067319831939771,hackernews-> philpapers,0.011650822378108681,0.005487697351193028,3.469446951953614e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
philpapers,pubmed_abstracts,pubmed_abstracts-> philpapers,-1.2814741390698066,pubmed_abstracts-> philpapers,0.03866904560257509,0.005487697351193028,1.0130785099704553e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
philpapers,uspto_backgrounds,uspto_backgrounds-> philpapers,-1.3722459448651934,uspto_backgrounds-> philpapers,0.03919197607985457,0.005487697351193028,2.6645352591003757e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
stackexchange,enron_emails,enron_emails-> stackexchange,1.4001215155616573,stackexchange-> enron_emails,0.0022110330434062255,0.019212178174341007,2.914335439641036e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
stackexchange,gutenberg_pg_19,gutenberg_pg_19-> stackexchange,0.5321515839899609,stackexchange-> gutenberg_pg_19,0.04691494424753537,0.09943242344413022,1.6653345369377348e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
stackexchange,pile_cc,pile_cc-> stackexchange,0.19972848625656048,stackexchange-> pile_cc,0.11948759779188563,0.09943242344413025,5.551115123125783e-17,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
stackexchange,ubuntu_irc,ubuntu_irc-> stackexchange,0.9530449422976237,stackexchange-> ubuntu_irc,0.01959999828400589,0.09943242344413017,2.733924198139448e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
stackexchange,europarl,europarl-> stackexchange,0.5451749882061344,stackexchange-> europarl,0.01273706475403153,0.08391696490082085,3.747002708109903e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
stackexchange,hackernews,hackernews-> stackexchange,0.9666420820461772,stackexchange-> hackernews,0.011650822378108681,0.08496397342729592,1.3322676295501878e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
stackexchange,pubmed_abstracts,pubmed_abstracts-> stackexchange,0.0918999261703477,stackexchange-> pubmed_abstracts,0.0661811661125716,0.09943242344413021,3.191891195797325e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
stackexchange,uspto_backgrounds,uspto_backgrounds-> stackexchange,0.0011281203749609614,stackexchange-> uspto_backgrounds,0.0755647530933359,0.09943242344413025,4.163336342344337e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
enron_emails,gutenberg_pg_19,gutenberg_pg_19-> enron_emails,-0.8679699315716964,gutenberg_pg_19-> enron_emails,0.018867828038115392,0.0022110330434062255,2.248201624865942e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
enron_emails,pile_cc,pile_cc-> enron_emails,-1.2003930293050968,pile_cc-> enron_emails,0.019089493936781204,0.0022110330434062255,6.661338147750939e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
enron_emails,ubuntu_irc,ubuntu_irc-> enron_emails,-0.4470765732640336,ubuntu_irc-> enron_emails,0.018209289235146586,0.0022110330434062255,6.661338147750939e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
enron_emails,europarl,europarl-> enron_emails,-0.8549465273555229,europarl-> enron_emails,0.01273706475403152,0.0022110330434062255,4.996003610813204e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
enron_emails,hackernews,hackernews-> enron_emails,-0.43347943351548013,hackernews-> enron_emails,0.011650822378108681,0.0022110330434062255,1.6930901125533637e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
enron_emails,pubmed_abstracts,pubmed_abstracts-> enron_emails,-1.3082215893913096,pubmed_abstracts-> enron_emails,0.018886140272788156,0.0022110330434062255,4.163336342344337e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
