budget_FLOPs,context_tokens,quality_family,Q0_scenario,context_role,ready_for_Q3,feasible,N_params_B,D_tokens_B,Q_score,B7_diagnostic_loss,cost_FLOPs,budget_utilization,active_support,kkt_relative_violation,kkt_check_pass,solver,restricted_axis,restricted_upper,loss_penalty
1e+22,8192,exponential,0.5,C7_candidate,False,True,5.717802788029485,210.48954711454317,1.0,2.1612640378650303,1.0000000000073887e+22,1.0000000000073888,Q1;budget,2.740713552380651e-10,True,SLSQP,N_params_B,6.9,-4.982680934517703e-13
1e+24,8192,exponential,0.5,C7_candidate,False,True,6.9,600.0,0.9999999999999994,2.0840462444571677,3.3923035539417273e+22,0.03392303553941727,D_max;N_max;Q1,0.0,True,SLSQP,N_params_B,6.9,0.03165418466445802
1e+19,8192,power,0.5,C7_candidate,False,True,0.13091746962804077,10.000000000000002,0.5,3.317002472357485,1.0000000000068268e+19,1.0000000000068268,D_min;Q0;budget,0.0,True,SLSQP,N_params_B,6.9,-1.1692868895352149e-12
1e+22,8192,power,0.5,C7_candidate,False,True,5.814098037710924,203.67467215607388,0.9999999999999998,2.162562383078264,1.0000000000008156e+22,1.0000000000008156,Q1;budget,3.5718479803807413e-10,True,SLSQP,N_params_B,6.9,-2.930988785010413e-14
1e+24,8192,power,0.5,C7_candidate,False,True,6.9,600.0,0.9999999999999994,2.0840462444571677,3.443547599999999e+22,0.03443547599999999,D_max;N_max;Q1,0.0,True,SLSQP,N_params_B,6.9,0.03165418466445802
1e+19,8192,logarithmic,0.5,C7_candidate,False,True,0.13091746962726933,10.000000000000002,0.5,3.317002472359085,1.000000000000934e+19,1.0000000000009341,D_min;Q0;budget,0.0,True,SLSQP,N_params_B,6.9,-1.9939605522267811e-13
1e+22,8192,logarithmic,0.5,C7_candidate,False,True,5.401851290698174,235.43941142955302,1.0,2.157081260116131,1.0000000000007621e+22,1.000000000000762,Q1;budget,4.1451773794916485e-12,True,SLSQP,N_params_B,6.9,1.2967404927621828e-13
1e+24,8192,logarithmic,0.5,C7_candidate,False,True,6.9,600.0,0.9999999999999994,2.0840462444571677,3.2350338964284376e+22,0.032350338964284374,D_max;N_max;Q1,0.0,True,SLSQP,N_params_B,6.9,0.03165418466445802
1e+19,131072,exponential,0.5,C7_candidate,False,False,,,,,,,infeasible,,,,N_params_B,6.9,
1e+22,131072,exponential,0.5,C7_candidate,False,True,2.723563771256541,109.20439590537418,1.0,2.2712271371553716,1.0000000000008833e+22,1.0000000000008833,Q1;budget,1.5268433929273024e-10,True,SLSQP,N_params_B,6.9,-3.019806626980426e-14
1e+24,131072,exponential,0.5,C7_candidate,False,True,6.9,600.0,0.9999999999999994,2.0840462444571677,1.3566767553941727e+23,0.13566767553941728,D_max;N_max;Q1,0.0,True,SLSQP,N_params_B,6.9,0.03165418466445802
1e+19,131072,power,0.5,C7_candidate,False,False,,,,,,,infeasible,,,,N_params_B,6.9,
1e+22,131072,power,0.5,C7_candidate,False,True,2.7484373583807464,107.2653383325165,1.0,2.2720626290580657,1.0000000000007304e+22,1.0000000000007305,Q1;budget,1.9612389486291477e-10,True,SLSQP,N_params_B,6.9,1.9095836023552692e-14
1e+24,131072,power,0.5,C7_candidate,False,True,6.9,600.0,0.9999999999999994,2.0840462444571677,1.36180116e+23,0.136180116,D_max;N_max;Q1,0.0,True,SLSQP,N_params_B,6.9,0.03165418466445802
1e+19,131072,logarithmic,0.5,C7_candidate,False,False,,,,,,,infeasible,,,,N_params_B,6.9,
1e+22,131072,logarithmic,0.5,C7_candidate,False,True,2.644393057276851,115.74099886545716,0.9999999999999999,2.2685963794008006,1.0000000000013724e+22,1.0000000000013725,Q1;budget,1.775242532034298e-11,True,SLSQP,N_params_B,6.9,5.551115123125783e-13
1e+24,131072,logarithmic,0.5,C7_candidate,False,True,6.9,600.0,0.9999999999999994,2.0840462444571677,1.3409497896428438e+23,0.13409497896428438,D_max;N_max;Q1,0.0,True,SLSQP,N_params_B,6.9,0.03165418466445802
1e+19,2048,exponential,0.5,C7_candidate,False,True,0.1405408968779961,10.000000000000002,0.5668909154511215,3.262942081109084,1.0000000000013939e+19,1.0000000000013938,D_min;budget,1.0168669932078657e-12,True,SLSQP,D_tokens_B,300.0,-2.2959412149248237e-13
1e+22,2048,exponential,0.5,C7_candidate,False,True,6.271047777772595,227.1264351250512,0.9999999999999999,2.1496697720433158,1.0000000000002756e+22,1.0000000000002756,Q1;budget,1.136062994917115e-09,True,SLSQP,D_tokens_B,300.0,1.425526363618701e-13
1e+24,2048,exponential,0.5,C7_candidate,False,True,11.969999999999992,299.99999999999994,1.0,2.0929187349243383,2.4166903369708624e+22,0.024166903369708625,D_max;N_max;Q1,0.0,True,SLSQP,D_tokens_B,300.0,0.040526675131628664
1e+19,2048,power,0.5,C7_candidate,False,True,0.15601597603609973,10.000000000000002,0.5,3.2706094391071248,1.000000000000985e+19,1.000000000000985,D_min;Q0;budget,0.0,True,SLSQP,D_tokens_B,300.0,3.5482727867020003e-13
1e+22,2048,power,0.5,C7_candidate,False,True,6.384209751294653,219.26107306358918,1.0,2.1510359090443796,1.0000000000004731e+22,1.0000000000004732,Q1;budget,3.3354240331457377e-11,True,SLSQP,D_tokens_B,300.0,3.9968028886505635e-15
1e+24,2048,power,0.5,C7_candidate,False,True,11.969999999999992,299.99999999999994,1.0,2.0929187349243383,2.442312359999998e+22,0.024423123599999978,D_max;N_max;Q1,0.0,True,SLSQP,D_tokens_B,300.0,0.040526675131628664
1e+19,2048,logarithmic,0.5,C7_candidate,False,True,0.1560159760359416,10.000000000000002,0.5000000000001803,3.2706094391072926,1.0000000000005728e+19,1.0000000000005729,D_min;Q0;budget,0.0,True,SLSQP,D_tokens_B,300.0,1.474376176702208e-13
1e+22,2048,logarithmic,0.5,C7_candidate,False,True,5.898006429633459,256.3042278300301,1.0,2.1452523714334064,1.0000000000007854e+22,1.0000000000007854,Q1;budget,5.03209753082584e-12,True,SLSQP,D_tokens_B,300.0,-4.6629367034256575e-14
1e+24,2048,logarithmic,0.5,C7_candidate,False,True,11.969999999999992,299.99999999999994,1.0,2.0929187349243383,2.338055508214217e+22,0.02338055508214217,D_max;N_max;Q1,0.0,True,SLSQP,D_tokens_B,300.0,0.040526675131628664
1e+19,8192,exponential,0.5,C7_candidate,False,True,0.1189063429174226,10.000000000000002,0.5627042263847575,3.310084163716082,1.000000000001729e+19,1.0000000000017288,D_min;budget,4.855033594440255e-10,True,SLSQP,D_tokens_B,300.0,-3.290701044988964e-13
1e+22,8192,exponential,0.5,C7_candidate,False,True,5.717802721528453,210.48954936550632,1.0,2.161264037864893,1.000000000009273e+22,1.000000000009273,Q1;budget,3.331579685893709e-10,True,SLSQP,D_tokens_B,300.0,-6.354916592954396e-13
1e+24,8192,exponential,0.5,C7_candidate,False,True,11.969999999999992,299.99999999999994,1.0,2.0929187349243383,2.857952416970862e+22,0.02857952416970862,D_max;N_max;Q1,0.0,True,SLSQP,D_tokens_B,300.0,0.040526675131628664
1e+19,8192,power,0.5,C7_candidate,False,True,0.13091746962717857,10.000000000000002,0.5000000000000001,3.317002472359273,1.000000000000241e+19,1.0000000000002411,D_min;Q0;budget,0.0,True,SLSQP,D_tokens_B,300.0,6.186162693211372e-13
1e+22,8192,power,0.5,C7_candidate,False,True,5.814098077961762,203.6746708805063,1.0,2.1625623830783196,1.0000000000000644e+22,1.0000000000000644,Q1;budget,6.049312421204758e-11,True,SLSQP,D_tokens_B,300.0,2.6201263381153694e-14
1e+24,8192,power,0.5,C7_candidate,False,True,11.969999999999992,299.99999999999994,1.0,2.0929187349243383,2.8835744399999975e+22,0.028835744399999974,D_max;N_max;Q1,0.0,True,SLSQP,D_tokens_B,300.0,0.040526675131628664
1e+19,8192,logarithmic,0.5,C7_candidate,False,True,0.13091746962718212,10.000000000000792,0.5,3.31700247235925,1.0000000000003471e+19,1.000000000000347,D_min;Q0;budget,0.0,True,SLSQP,D_tokens_B,300.0,-3.4638958368304884e-14
1e+22,8192,logarithmic,0.5,C7_candidate,False,True,5.401851277246968,235.439411999173,1.0,2.1570812601161062,1.0000000000011148e+22,1.0000000000011149,Q1;budget,5.80698108951833e-12,True,SLSQP,D_tokens_B,300.0,1.0480505352461478e-13
1e+24,8192,logarithmic,0.5,C7_candidate,False,True,11.969999999999992,299.99999999999994,1.0,2.0929187349243383,2.7793175882142165e+22,0.027793175882142165,D_max;N_max;Q1,0.0,True,SLSQP,D_tokens_B,300.0,0.040526675131628664
1e+19,131072,exponential,0.5,C7_candidate,False,False,,,,,,,infeasible,,,,D_tokens_B,300.0,
1e+22,131072,exponential,0.5,C7_candidate,False,True,2.72356376688075,109.2043960734804,1.0,2.2712271371553725,1.0000000000008722e+22,1.0000000000008722,Q1;budget,1.9528348936203156e-10,True,SLSQP,D_tokens_B,300.0,-2.930988785010413e-14
1e+24,131072,exponential,0.5,C7_candidate,False,True,11.969999999999992,299.99999999999994,1.0,2.0929187349243383,1.1683194016970854e+23,0.11683194016970853,D_max;N_max;Q1,0.0,True,SLSQP,D_tokens_B,300.0,0.040526675131628664
1e+19,131072,power,0.5,C7_candidate,False,False,,,,,,,infeasible,,,,D_tokens_B,300.0,
1e+22,131072,power,0.5,C7_candidate,False,True,2.7484374492315813,107.26533496509929,0.9999999999999999,2.27206262905806,1.000000000000791e+22,1.0000000000007911,Q1;budget,9.18075270320725e-10,True,SLSQP,D_tokens_B,300.0,1.3322676295501878e-14
1e+24,131072,power,0.5,C7_candidate,False,True,11.969999999999992,299.99999999999994,1.0,2.0929187349243383,1.1708816039999989e+23,0.11708816039999989,D_max;N_max;Q1,0.0,True,SLSQP,D_tokens_B,300.0,0.040526675131628664
1e+19,131072,logarithmic,0.5,C7_candidate,False,False,,,,,,,infeasible,,,,D_tokens_B,300.0,
1e+22,131072,logarithmic,0.5,C7_candidate,False,True,2.6443930147960186,115.74100069862894,0.9999999999999993,2.2685963794008472,1.000000000000849e+22,1.0000000000008489,Q1;budget,5.003311587994289e-11,True,SLSQP,D_tokens_B,300.0,6.017408793468348e-13
1e+24,131072,logarithmic,0.5,C7_candidate,False,True,11.969999999999992,299.99999999999994,1.0,2.0929187349243383,1.1604559188214209e+23,0.11604559188214209,D_max;N_max;Q1,0.0,True,SLSQP,D_tokens_B,300.0,0.040526675131628664
