type,resource_gate,horizon_months,compute_scenario,model,point,observed_two_month_max_abs_error,fixed_bias_stress_lower,fixed_bias_stress_upper,assumption
non_pretrained,wide_ratio,24,historical,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,historical,frontier_trend,76.68264959809902,6.164798532228794,70.51785106587022,82.84744813032782,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,historical,quantile_resource,72.52608504381863,6.164798532228794,66.36128651158984,78.69088357604741,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,historical,mean_resource,71.88365311875265,6.164798532228794,65.71885458652386,78.04845165098143,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,half,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,half,frontier_trend,76.68264959809902,6.164798532228794,70.51785106587022,82.84744813032782,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,half,quantile_resource,65.59115005051822,6.164798532228794,59.42635151828943,71.75594858274701,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,half,mean_resource,65.07056630036311,6.164798532228794,58.90576776813432,71.2353648325919,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,quarter,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,quarter,frontier_trend,76.68264959809902,6.164798532228794,70.51785106587022,82.84744813032782,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,quarter,quantile_resource,61.82992953399343,6.164798532228794,55.665131001764635,67.99472806622222,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,quarter,mean_resource,61.39306214906534,6.164798532228794,55.22826361683654,67.55786068129413,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,stopped,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,stopped,frontier_trend,76.68264959809902,6.164798532228794,70.51785106587022,82.84744813032782,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,stopped,quantile_resource,57.92132832293761,6.164798532228794,51.75652979070882,64.08612685516641,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,24,stopped,mean_resource,57.580778385976714,6.164798532228794,51.41597985374792,63.74557691820551,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,historical,constant,21.03185224244996,15.819560514099013,5.212291728350948,36.851412756548974,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,historical,frontier_trend,11.226696854034103,15.819560514099013,0.0,27.046257368133116,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,historical,quantile_resource,30.379048836506374,15.819560514099013,14.559488322407361,46.19860935060539,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,historical,mean_resource,31.73771845796235,15.819560514099013,15.918157943863338,47.55727897206137,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,half,constant,21.03185224244996,15.819560514099013,5.212291728350948,36.851412756548974,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,half,frontier_trend,11.226696854034103,15.819560514099013,0.0,27.046257368133116,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,half,quantile_resource,27.403562320489463,15.819560514099013,11.58400180639045,43.22312283458848,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,half,mean_resource,29.132050174355623,15.819560514099013,13.31248966025661,44.951610688454636,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,quarter,constant,21.03185224244996,15.819560514099013,5.212291728350948,36.851412756548974,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,quarter,frontier_trend,11.226696854034103,15.819560514099013,0.0,27.046257368133116,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,quarter,quantile_resource,25.98577414562029,15.819560514099013,10.166213631521277,41.80533465971931,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,quarter,mean_resource,27.877558632509075,15.819560514099013,12.057998118410062,43.69711914660809,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,stopped,constant,21.03185224244996,15.819560514099013,5.212291728350948,36.851412756548974,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,stopped,frontier_trend,11.226696854034103,15.819560514099013,0.0,27.046257368133116,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,stopped,quantile_resource,24.61646571907223,15.819560514099013,8.796905204973218,40.43602623317125,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,12,stopped,mean_resource,26.65676839248539,15.819560514099013,10.837207878386376,42.4763289065844,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,historical,constant,21.03185224244996,15.819560514099013,5.212291728350948,36.851412756548974,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,historical,frontier_trend,5.664835129302666,15.819560514099013,0.0,21.48439564340168,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,historical,quantile_resource,41.68742604513573,15.819560514099013,25.867865531036717,57.50698655923475,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,historical,mean_resource,44.80144065673294,15.819560514099013,28.98188014263393,60.62100117083196,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,half,constant,21.03185224244996,15.819560514099013,5.212291728350948,36.851412756548974,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,half,frontier_trend,5.664835129302666,15.819560514099013,0.0,21.48439564340168,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,half,quantile_resource,34.85363308199857,15.819560514099013,19.034072567899553,50.673193596097576,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,half,mean_resource,38.818399423581695,15.819560514099013,22.998838909482682,54.637959937680705,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,quarter,constant,21.03185224244996,15.819560514099013,5.212291728350948,36.851412756548974,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,quarter,frontier_trend,5.664835129302666,15.819560514099013,0.0,21.48439564340168,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,quarter,quantile_resource,31.63905004873097,15.819560514099013,15.819489534631956,47.45861056282998,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,quarter,mean_resource,35.93745162202704,15.819560514099013,20.117891107928028,51.75701213612605,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,stopped,constant,21.03185224244996,15.819560514099013,5.212291728350948,36.851412756548974,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,stopped,frontier_trend,5.664835129302666,15.819560514099013,0.0,21.48439564340168,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,stopped,quantile_resource,28.590832861724298,15.819560514099013,12.771272347625285,44.41039337582331,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,primary,24,stopped,mean_resource,33.15445084650203,15.819560514099013,17.334890332403017,48.97401136060104,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,historical,constant,21.03185224244996,15.696466468711282,5.335385773738679,36.72831871116124,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,historical,frontier_trend,11.226696854034103,15.696466468711282,0.0,26.923163322745385,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,historical,quantile_resource,29.587816608855512,15.696466468711282,13.89135014014423,45.2842830775668,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,historical,mean_resource,31.04807509408971,15.696466468711282,15.351608625378429,46.74454156280099,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,half,constant,21.03185224244996,15.696466468711282,5.335385773738679,36.72831871116124,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,half,frontier_trend,11.226696854034103,15.696466468711282,0.0,26.923163322745385,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,half,quantile_resource,27.030247801324773,15.696466468711282,11.33378133261349,42.726714270036055,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,half,mean_resource,28.802614747627405,15.696466468711282,13.106148278916123,44.49908121633869,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,quarter,constant,21.03185224244996,15.696466468711282,5.335385773738679,36.72831871116124,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,quarter,frontier_trend,11.226696854034103,15.696466468711282,0.0,26.923163322745385,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,quarter,quantile_resource,25.80495397338251,15.696466468711282,10.108487504671228,41.50142044209379,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,quarter,mean_resource,27.716889803502983,15.696466468711282,12.020423334791701,43.413356272214266,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,stopped,constant,21.03185224244996,15.696466468711282,5.335385773738679,36.72831871116124,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,stopped,frontier_trend,11.226696854034103,15.696466468711282,0.0,26.923163322745385,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,stopped,quantile_resource,24.61646571907223,15.696466468711282,8.919999250360949,40.31293218778352,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,12,stopped,mean_resource,26.65676839248539,15.696466468711282,10.960301923774107,42.35323486119667,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,historical,constant,21.03185224244996,15.696466468711282,5.335385773738679,36.72831871116124,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,historical,frontier_trend,5.664835129302666,15.696466468711282,0.0,21.36130159801395,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,historical,quantile_resource,39.86721848069044,15.696466468711282,24.170752011979157,55.56368494940172,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,historical,mean_resource,43.22348228068019,15.696466468711282,27.527015811968905,58.919948749391466,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,half,constant,21.03185224244996,15.696466468711282,5.335385773738679,36.72831871116124,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,half,frontier_trend,5.664835129302666,15.696466468711282,0.0,21.36130159801395,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,half,quantile_resource,34.00277780601321,15.696466468711282,18.30631133730193,49.69924427472449,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,half,mean_resource,38.06068335436064,15.696466468711282,22.36421688564936,53.75714982307193,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,quarter,constant,21.03185224244996,15.696466468711282,5.335385773738679,36.72831871116124,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,quarter,frontier_trend,5.664835129302666,15.696466468711282,0.0,21.36130159801395,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,quarter,quantile_resource,31.23285990044401,15.696466468711282,15.536393431732726,46.92932636915529,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,quarter,mean_resource,35.56968463543481,15.696466468711282,19.87321816672353,51.26615110414609,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,stopped,constant,21.03185224244996,15.696466468711282,5.335385773738679,36.72831871116124,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,stopped,frontier_trend,5.664835129302666,15.696466468711282,0.0,21.36130159801395,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,stopped,quantile_resource,28.590832861724298,15.696466468711282,12.894366393013016,44.28729933043558,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
pretrained,wide_ratio,24,stopped,mean_resource,33.15445084650203,15.696466468711282,17.457984377790748,48.85091731521331,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
