_source_domain,_id,Q_z,D_conflict,D_all22,quadrant
arxiv,BkiUdmQ5qoTA_-bStSha,3.250692950339054,2.88976214218606,1.8442127548513136,high_Q_high_D
arxiv,BkiUbhzxK3YB9raXyg57,2.3305752519314074,1.4812096460037063,1.3162233849554557,high_Q_low_D
arxiv,BkiUeFrxK4sA-9F9lSY9,2.2553109696616835,1.5904656587209252,1.2294815000415547,high_Q_low_D
arxiv,BkiUbuo5qoaAwmU2sBb7,3.198729180199823,2.8195313419167705,1.8885909568650816,high_Q_high_D
arxiv,BkiUd5E5qg5A51O-MOXL,1.9534046830323568,2.8660967666684596,1.8492772003642495,high_Q_high_D
arxiv,BkiUbynxK4sA-9F9jLdg,2.203550048684845,2.7355510016384903,1.6899099763492036,high_Q_high_D
arxiv,BkiUa245qsNCPV6Yix3b,2.5775996552055798,2.530984157601054,1.6867207559247475,high_Q_high_D
arxiv,BkiUdd4241xg-QyzEflc,3.107865944619448,3.2160702394035297,1.9666314969014056,high_Q_high_D
arxiv,BkiUbb04dbjiU9i0yjOT,2.4145180401025255,2.4493677950605353,1.7007754905182866,high_Q_high_D
arxiv,BkiUec7xK02iP4Y2vYfY,2.2104180941209197,2.360464543728718,1.8219624272118717,high_Q_high_D
arxiv,BkiUbL7xK7Ehm308osVM,2.423624232291874,1.9906554847614746,1.4116401375558947,high_Q_high_D
arxiv,BkiUdgs5qhLA5d-DF18W,2.145148369596577,3.0534266497341362,1.9693556481021683,high_Q_high_D
arxiv,BkiUal_xK2li-DeXxupJ,2.801761135887362,2.9411882630458894,1.8085348605202696,high_Q_high_D
arxiv,BkiUbQHxK0iCl7UGVngH,2.7047662181248127,2.239288804330818,1.495118413106537,high_Q_high_D
arxiv,BkiUdY45qoYA4xX7Fs7m,2.3961484894007787,1.6364150614053803,1.3515340940006495,high_Q_low_D
arxiv,BkiUc5025V5ipNhMBkE8,3.795994755905551,3.526710129609806,2.2374781773244674,high_Q_high_D
arxiv,BkiUbmzxK1UJ-rRH-1MD,3.5949576654949005,3.046346380299185,1.9128092705866069,high_Q_high_D
arxiv,BkiUbh04uzqh_Kly7RNW,2.569678446868996,2.23851873683569,1.517615641671032,high_Q_high_D
arxiv,BkiUdK84eIZjvCjkaEGo,2.3839487677786515,2.419331154235329,1.647533724321677,high_Q_high_D
arxiv,BkiUbLPxK6-gDw5AtUZ3,3.826678313494543,3.924447546949342,2.398262250071456,high_Q_high_D
arxiv,BkiUd1_xaKgQMdMtQloi,2.6724403742543283,1.6053649870478433,1.3386576128722205,high_Q_low_D
arxiv,BkiUaafxK1Thg9qFa1Qs,2.6575133147192607,1.8656216549466034,1.3658286360097698,high_Q_high_D
arxiv,BkiUbRw4ubnjorKKr43C,2.4209468277567576,1.7362094151932983,1.349159504643131,high_Q_high_D
arxiv,BkiUfgM5qhDCiwNLy3CU,1.6464455405542253,2.404670092618258,1.7586944949279961,high_Q_high_D
arxiv,BkiUa2nxK4sA-5Y3qUsP,3.7158025191961457,3.405062830741493,2.1536523801506355,high_Q_high_D
arxiv,BkiUa_U4ubnjoqNEqKRH,3.152796700286127,2.893150197469185,1.858725217635939,high_Q_high_D
arxiv,BkiUdW85qsJBjnJ89-mW,2.605448961229821,2.092395737278801,1.6209714383587355,high_Q_high_D
arxiv,BkiUdlg4eILhQJztnknv,2.331426933620882,1.7309814343373164,1.342091938352944,high_Q_high_D
arxiv,BkiUfQPxK0zjCrsOBupv,2.878760276538963,2.12035360302009,1.5314879846637859,high_Q_high_D
arxiv,BkiUfufxK3YB9i3RN54o,2.6454973880418318,2.140277679806053,1.4977222125776737,high_Q_high_D
arxiv,BkiUdX85qdmDH5kXI0R3,2.8939109179716938,2.051176725281169,1.4848316685939256,high_Q_high_D
arxiv,BkiUbjE5qoaAwj4XNMHR,4.023547028490064,3.2994434022315895,2.0977897093514795,high_Q_high_D
arxiv,BkiUbdM5qsMAIwbUZ5AS,2.2702703515862237,1.6756799792557178,1.410692845423374,high_Q_high_D
arxiv,BkiUdTrxK02iP5rWKmQx,2.3611739817012096,1.6934519144184683,1.350392550765798,high_Q_high_D
arxiv,BkiUdBQ5qYVBSqkygqvC,2.4943875746339534,2.2157285458755775,1.512665093392396,high_Q_high_D
arxiv,BkiUdqk25V5i1dkg3xWc,1.3847988296225193,1.0774645414632735,1.1156011181436984,high_Q_low_D
arxiv,BkiUbXXxK7Tt6CA5FTG7,2.2447998153494937,1.7369166997316778,1.3207451955139606,high_Q_high_D
arxiv,BkiUc_Y4c3aisMwilqSJ,3.231743372016393,3.832242514317202,2.4354830995625005,high_Q_high_D
arxiv,BkiUdlE5qoYAo52Vqk4-,2.4192414266222118,1.5638287453057804,1.3172931944369206,high_Q_low_D
arxiv,BkiUed04eIOjR4Mj-00Z,2.2987342520455516,1.8008062978974464,1.3354176267602902,high_Q_high_D
arxiv,BkiUdWg5qg5A59MXG8c0,2.444306971973323,2.0985134571040223,1.5027828009533732,high_Q_high_D
arxiv,BkiUfsA5qhLBrnqN0sQf,2.839068857008342,2.348115341470542,1.6071011636909525,high_Q_high_D
arxiv,BkiUbwnxK4sA-7sDdyQM,2.887356362055628,3.890453512192137,2.283655520615657,high_Q_high_D
arxiv,BkiUd9Y4eILhP_ZFB6pa,2.6660509796917644,2.0772958468985125,1.5014689938386332,high_Q_high_D
arxiv,BkiUeTzxK6mkyCfODSv-,2.6445627002341423,3.24086291797351,2.073299103103921,high_Q_high_D
arxiv,BkiUfbI25V5jXvdT3FCG,3.409828624117836,2.6221854219426257,1.9000543493408637,high_Q_high_D
arxiv,BkiUdhHxaKgQIQzdyQmI,2.223373709651439,1.2390478141467234,1.2757305700756254,high_Q_low_D
arxiv,BkiUc-vxK7IDPXIhnLPg,3.4509318875955066,3.176132379297892,2.0976787512377015,high_Q_high_D
arxiv,BkiUdfTxK6Ot9UjEBlvA,2.9802999578550504,2.5470742510621576,1.6376073306625918,high_Q_high_D
arxiv,BkiUdG45qX_Bl-uWGa7i,1.9716176621876365,1.3422883804516799,1.1712126931843396,high_Q_low_D
arxiv,BkiUfSvxK6nrxjHzDfaq,2.1497947702419524,1.7487648801598112,1.3386286751153311,high_Q_high_D
arxiv,BkiUdPc5qoYA0D8lKjOo,2.322254096027984,1.1428028531083467,1.2286208571483597,high_Q_low_D
arxiv,BkiUbWY25YjgKLaE8IjZ,2.657398356531462,1.8242633697396953,1.410302892412797,high_Q_high_D
arxiv,BkiUc-XxK3xgpbERC94a,3.6812096256067677,3.4543570835471695,2.2293091118938646,high_Q_high_D
arxiv,BkiUftw5qhDCYT-7h2Ps,2.676492952397516,3.388590464979045,2.0714865125843263,high_Q_high_D
arxiv,BkiUduA4uzlhgyWvJ1dJ,2.161216598337485,1.7704490283428034,1.4039158068659212,high_Q_high_D
arxiv,BkiUfN_xK7IAE_K9ytSd,2.593435372296439,2.405588370747258,1.7441541629416448,high_Q_high_D
arxiv,BkiUdb45qdmDD94KRNW6,3.136608188963725,2.567191644808327,1.677111376719998,high_Q_high_D
arxiv,BkiUc_I5qYVBWXyireYI,2.13336088182548,2.50539533003597,1.6747782161090834,high_Q_high_D
arxiv,BkiUav3xK6nrxqmoxKc4,3.3032652439200976,3.0963646834174754,1.95631657850319,high_Q_high_D
arxiv,BkiUfHs5qhLBvG9b_Ccl,2.9712263168183153,2.1258342387033773,1.5282329885070471,high_Q_high_D
arxiv,BkiUfBXxK3YB9i3RNEBb,3.134100498462971,2.7100824487900876,1.7021113905736964,high_Q_high_D
arxiv,BkiUdl84uBhjAAuFmfLG,3.071962449218843,2.421995075091784,1.6323559807619643,high_Q_high_D
arxiv,BkiUf13xK1fBGwCLPSMO,3.9087143010661807,2.81759335980675,1.9790435085445062,high_Q_high_D
arxiv,BkiUbEHxK7ICUubsx6Ic,2.6544156187854995,1.7823050947857146,1.3466117909432564,high_Q_high_D
arxiv,BkiUbVQ5qhLACAkw_leP,2.3581721865967844,1.8669778618991821,1.3620205769164366,high_Q_high_D
arxiv,BkiUd9zxK2li-F6JzCsS,1.890766396371312,1.748788664622275,1.3147064249273104,high_Q_high_D
arxiv,BkiUbck4uBhhxKZ5uaCF,2.4223492771089177,2.212268104521519,1.5505359397739849,high_Q_high_D
arxiv,BkiUd5s25V5jBFwBuKof,3.1838498574722567,2.8373466831497414,1.835209002390861,high_Q_high_D
arxiv,BkiUdeo5qX_BnmUhN6EM,2.811548715261699,2.1981860715233807,1.5489595067084985,high_Q_high_D
arxiv,BkiUcvY4eIXhokFxRhFy,1.484412600338633,1.9849366634744021,1.4679345245108948,high_Q_high_D
arxiv,BkiUdGM4ubnjow-6Mjh5,2.0981574177486686,1.8330710796129897,1.286097253569202,high_Q_high_D
arxiv,BkiUcnnxK4sA-46xNddg,3.0886364474782764,2.164931217292159,1.5821418575491086,high_Q_high_D
arxiv,BkiUbIA5qWTD6fM1V7xu,3.6375581374523596,4.408107539269012,2.7124614541151564,high_Q_high_D
arxiv,BkiUeL04dbghYS8bBLKb,3.574683835733121,3.03366176090543,2.0463937854988004,high_Q_high_D
arxiv,BkiUc_Q5qoYAlE7mUWSI,2.5678869346623454,2.9051576551517906,2.0944790255020234,high_Q_high_D
arxiv,BkiUbKs5qU2ApuiOWGYO,2.6361668003055225,2.5013451526187485,1.715063898560553,high_Q_high_D
arxiv,BkiUc2zxK6wB9k0iLNKt,3.7014982580604765,2.712938232032056,1.8821809732351806,high_Q_high_D
arxiv,BkiUdYM4ukPiEUwWDEcV,2.7661164918366348,2.0069512753421486,1.4418630444584761,high_Q_high_D
arxiv,BkiUd3U4eIOjSJ68LGD2,2.928174723774858,2.6943192938346936,1.7476014008279817,high_Q_high_D
arxiv,BkiUfHg5qsFCifBZHZLT,2.4818628511550305,1.6627761203575575,1.3505604658795347,high_Q_high_D
arxiv,BkiUe-bxK4tBVhat5pTg,2.1118831032158734,1.8869363661456078,1.3377872771681718,high_Q_high_D
arxiv,BkiUdTA4uBhivVgojJ1E,3.015102924825252,2.9882847565261943,1.84012173931576,high_Q_high_D
arxiv,BkiUbovxK4sA-9F9jBrS,3.0956596710135416,2.2804854594285584,1.5365452704072757,high_Q_high_D
arxiv,BkiUdq45qoYA2zk0vrSH,3.4962988288717995,3.1873989425447196,2.0106150312747126,high_Q_high_D
arxiv,BkiUdV45i7PA9OlIEcJP,2.855235641040904,3.570269855392494,2.149423277716695,high_Q_high_D
arxiv,BkiUa5w5qX_AYzDLroyZ,3.0374014251569017,2.684318547562345,1.8440265012122694,high_Q_high_D
arxiv,BkiUeGjxK7FjYEXSFtkH,2.2760803995331074,1.573088937569204,1.2190400449038419,high_Q_low_D
arxiv,BkiUdQs4eIXhqTbAZ6vi,2.260993534327636,2.179174551279429,1.5378420862098776,high_Q_high_D
arxiv,BkiUc-vxK6nrxpQc1A6q,2.2898064119739425,2.614133031827997,1.6527411285516447,high_Q_high_D
arxiv,BkiUeyY25V5jJ1pbbnv0,3.046406477925508,2.6693850453449817,1.7407376476462861,high_Q_high_D
arxiv,BkiUfovxK7kjXIK5t9Ch,2.970729489028349,2.9211292630537264,1.8057332362074094,high_Q_high_D
arxiv,BkiUaHLxK0-nUGYe3P7a,2.883823407180518,2.7992875194303486,1.8152010182526344,high_Q_high_D
arxiv,BkiUc7w4eIXhwh1BwyuE,2.237538293724143,1.8990782957186305,1.3493276995596364,high_Q_high_D
arxiv,BkiUa1LxK6-gDz87Nvcz,2.6578944901772332,2.09764827943686,1.4651417149214065,high_Q_high_D
arxiv,BkiUdZDxK4tBVicoC6ij,2.9563331241569593,2.776584083823601,1.734827192366865,high_Q_high_D
arxiv,BkiUdqw25V5jEEL8tP0l,3.663522821625721,3.0532494252803053,1.9621859709767333,high_Q_high_D
arxiv,BkiUdvbxaKgQL0dMaDiQ,2.546641258679766,3.2329458643289173,1.9649862412620411,high_Q_high_D
arxiv,BkiUdZM4dbghZzegCCP7,2.1399970445717176,1.5610017752161551,1.229227632442542,high_Q_low_D
arxiv,BkiUdTvxK6wB9mpb2KKI,2.5496970106988774,1.680066775142827,1.4279054415100734,high_Q_high_D
arxiv,BkiUd0c5qWTBLNsCq9jW,2.3141582097513793,1.6347972633008057,1.3047159063047908,high_Q_low_D
arxiv,BkiUfCLxK0iCl4WD5TiB,3.2301908914422173,3.5611429411574793,2.51734621429973,high_Q_high_D
arxiv,BkiUdvU5qsBDHTHZ3jMg,2.1608205050264444,1.586790831898854,1.2824496610083451,high_Q_low_D
arxiv,BkiUbAU5qsJBjjX4UzLd,3.2448899895538355,2.984610499326304,1.9286859147623063,high_Q_high_D
arxiv,BkiUdqE4eIOjRwMTjGno,2.2567336872031265,2.994345493980865,1.8584054822375398,high_Q_high_D
arxiv,BkiUdVw4eIZijW5EQLXO,2.038037112823895,1.4654459078215811,1.23920728324993,high_Q_low_D
arxiv,BkiUdJc5qsBC_MvyfL35,2.57187064007932,2.0369145187856565,1.4075904395858194,high_Q_high_D
arxiv,BkiUervxK1Thg9qFezh8,2.1134557927384057,1.686006851887555,1.3355044335465447,high_Q_high_D
arxiv,BkiUfxXxK1ThhCdy-5v3,2.5523098067706367,2.024088571588819,1.5111613186156183,high_Q_high_D
arxiv,BkiUfTHxK0fkXPSOrRn8,2.777510675346501,2.338721341656715,1.5947678327600954,high_Q_high_D
arxiv,BkiUcKvxK6-gDz87O8I5,2.4426406444989675,1.834790739374335,1.3802012040954337,high_Q_high_D
arxiv,BkiUduE4eIXgu5sT-Z3g,3.1052691272454727,2.3462243193418706,1.6223011632961049,high_Q_high_D
arxiv,BkiUdV84c3aisLf0PuG9,2.0838852349125294,1.6785001155390322,1.255064907027274,high_Q_high_D
arxiv,BkiUcY3xK1fBGsWmup8P,2.8497547568331916,2.1538419846897017,1.5436977083005623,high_Q_high_D
arxiv,BkiUdMXxK3xgpZzQoFCv,2.0623404119484827,2.1255238238419496,1.5301011639901092,high_Q_high_D
arxiv,BkiUgBDxK7IADzpkVqhY,2.9579763277867044,2.2385946174037206,1.539769283304829,high_Q_high_D
arxiv,BkiUckPxK7Dgs_cY5WH1,1.9153482456369388,1.265451948451454,1.1383897083997447,high_Q_low_D
arxiv,BkiUbAE5i7PA9OgJC22W,3.111290005459312,2.4299157511150797,1.6744426794229188,high_Q_high_D
arxiv,BkiUbybxK19JmejM8HP8,3.057708318322703,2.215199446808308,1.5557846160112112,high_Q_high_D
arxiv,BkiUgKbxK7Tt522WdVLV,2.636689731229521,1.7401814760909013,1.3450409627262385,high_Q_high_D
arxiv,BkiUdZE5qsMAI4khReue,3.415419189638577,2.2076296429548594,1.6781251738699345,high_Q_high_D
arxiv,BkiUcO7xK0iCl7UGWjGg,2.2133365861974177,2.833322321368962,1.8698678047689998,high_Q_high_D
arxiv,BkiUfYQ5qhDCjWqnQ3hH,2.179658493861172,2.1916354932573077,1.5281937756617279,high_Q_high_D
arxiv,BkiUeZrxK4tBVicoD6Ga,1.5347805012976314,0.9950951460740097,1.1675130374915137,high_Q_low_D
arxiv,BkiUfe85qhLBfzo2pOli,2.57577097232738,3.4781101797644354,2.095386806236266,high_Q_high_D
arxiv,BkiUdu85qYVBhn-WmWnJ,2.7653517748862377,3.048723896343874,2.1507182564656473,high_Q_high_D
arxiv,BkiUddg5qhLBXQtDHM5m,3.140062939459696,3.4598676927277694,2.1569075832706166,high_Q_high_D
arxiv,BkiUeJk25YjgKNDlWMnH,2.1132551651130895,1.2222737553360625,1.1722411277599327,high_Q_low_D
arxiv,BkiUdmg5qYVBXTJ3BsEF,3.2365953275995882,1.5112301354126876,1.4604142846913941,high_Q_low_D
arxiv,BkiUdd05qWTA8JC6STHR,1.926810683569888,2.640015439853845,1.8660041996814607,high_Q_high_D
arxiv,BkiUd4g4dbghUyoCIbIC,3.0120883545932546,2.7640264212686256,1.8022458616464367,high_Q_high_D
arxiv,BkiUfs_xK6mkyCfOErHR,2.941240249411921,2.6481704191483137,1.7020507803719798,high_Q_high_D
arxiv,BkiUfK425V5jQ-dgBK4F,3.2126624325902946,3.4671461469997724,2.0750954798070493,high_Q_high_D
arxiv,BkiUdZI5qWTA_H8tsybT,3.213771106743016,3.0472856381182507,1.9091950073316402,high_Q_high_D
arxiv,BkiUd3E5qoTBB2nxJLAl,3.257431104472442,2.761000017368803,1.7497918384985711,high_Q_high_D
arxiv,BkiUdx05qsBDH65QVtNl,2.5067492026651643,2.221970862234203,1.4759593332077008,high_Q_high_D
arxiv,BkiUcD_xK7kjXIdG9gHx,3.005913930201597,2.604330292516699,1.7579541745373861,high_Q_high_D
arxiv,BkiUdKzxK6Ot9WA5hefz,3.135103762388543,2.4945621516142626,1.78105882442752,high_Q_high_D
arxiv,BkiUd1E5qsMAIzZBdsn6,3.3267235352325595,4.318955765543972,2.711026921485679,high_Q_high_D
arxiv,BkiUdbA5qhLBWAiyVCvb,3.2828651513819227,3.055852749514596,1.905490506622067,high_Q_high_D
arxiv,BkiUczvxK3YB9i3RKhUS,2.0917324253081984,1.670863392875057,1.5370089657806494,high_Q_high_D
arxiv,BkiUbZjxK5YsWR0Kh47-,3.5851580194719515,3.12832093652933,2.054748947116674,high_Q_high_D
arxiv,BkiUa5U4ubnjoqNEqD9W,2.68161869868676,1.536280297052947,1.3942727902113656,high_Q_low_D
arxiv,BkiUd1U25V5jB4AVSE0P,2.212406836147331,2.770595763401243,1.9897622926668919,high_Q_high_D
arxiv,BkiUcunxK4tBVhat3gJO,1.9101711112834554,1.795654432911522,1.3046594487333003,high_Q_high_D
arxiv,BkiUalHxK7DgtAAQGwWA,2.332832119650748,1.9473213366132027,1.4427774244416585,high_Q_high_D
arxiv,BkiUd4c4uzlh5TJwJHWa,3.0008015202000977,2.2151375562611966,1.6079234017101678,high_Q_high_D
arxiv,BkiUak3xK2li-F6JwYSJ,2.3845506404989925,2.456589061852237,1.600176469067018,high_Q_high_D
arxiv,BkiUd3U5qoTBG9o64jwL,2.3311818728911304,1.5282060486835616,1.239437389879673,high_Q_low_D
