_source_domain,_id,_line,Q_z,D_conflict,n_available_signals,n_usable_edges,conflict_status,review_reason,decision_rule_version
arxiv,BkiUbfvxK6Ot9TMSpOC0,17,2.736436228008683,2.0378677728192987,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbQY5qX_AY1OJK5_l,18,2.600949960348095,2.286295221539387,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUd044eIXh4qTE56WZ,19,2.2335076747163933,1.2739068398688818,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUe5rxK03BfHDu5U-k,20,2.5316831919211777,1.6395885636364091,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdMg4eIXhx5LdSlN-,21,2.5150457619088336,3.5842397651398397,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdmU5qhLAB-QFvl37,22,2.88395196001687,2.2840053521962496,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUc5XxK3YB9raXz91v,23,1.4378682591782754,0.735205269976592,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbtg4uzlgqIdPjLwn,24,2.711986506743837,3.5441579719285325,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUb4bxaL3SuhzLnCaY,25,2.9086015250252886,2.279624977454882,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUc_w25V5ih3AxzUJY,26,3.6231369481171196,3.2459516321366855,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdKg4uBhhxJVAbSlB,27,2.4216736271878347,1.538209407384998,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUfS45qhLBlnv5FwQt,28,2.4374264589062,2.4848097191118184,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdjg5qoTA-AMJsvsi,29,3.4472175093773307,3.4892881811973413,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUeAY5qsMAI5yh7a-M,30,2.6272582296434464,2.4693686587340933,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdHjxaJJQnMJkXr4l,31,3.180974211102955,2.6503013953252235,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUcNbxK6Ot9Pm3uYdF,32,2.951160272753749,2.8660733610075106,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdozxK6Ot9UjEBvcU,33,2.382639911193484,1.8527665789303145,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUfd425V5jLX3kjIIW,34,2.8984520300889733,2.467913227526627,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUc__xK7ICUyBu0Ytk,35,2.649243627432467,2.2938349355957666,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdODxK3YB9ohkMhwr,36,2.986918045367831,2.2203430785136646,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbdvxK7Ehm308o-UQ,37,3.760978314545924,2.694890355936359,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUc3U5qoYAq3Pz8uon,38,3.390445986097635,2.5580484860576806,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbGE5qdmB6uAdshyW,39,2.5683233837469444,2.6884562704013613,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUfo8241xiP6pGxj80,40,2.9127153026329213,2.5828091232059514,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUfK3xK4tBVhat52yo,41,2.7399959697710403,1.9076853333334096,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdf_xK7FjYEXSFEcl,42,2.054751395876705,2.042933850565657,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUelHxK7IDF1DduRfs,43,2.4559416521400803,1.373577763280298,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUaYzxK7ICUn2IXhit,44,3.133954710604788,3.285556216069272,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdJQ4ubng-JcX4VCP,45,2.423444475215348,1.614429277483422,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbbnxK0-nUh8iIHaL,46,2.677885820770741,2.020618670553924,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUctrxK7FjYHGHzffr,47,2.8617367892054113,2.9357661213669006,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUawDxK6EuNAra_58K,48,2.162816813967288,2.6212670136440877,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUairxK0wg09lJ_0zB,49,2.4785494767305303,2.106543537791837,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdpY4eIOjSBZeeNPE,50,3.2626378380029504,2.7094934209810937,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUd-k241xg-MOC_zQI,51,2.4694316548947186,1.5098784542953758,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUeGvxK6nrxjHzCYv8,52,2.757848219727814,2.5324886720759707,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUd0Q4eIZjxkFh19au,53,2.241760288922442,2.1346611160333926,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUfEs5qhDCNj5tich1,54,2.4151186716492603,2.681810718701971,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUeZbxaKgTq1C9OpJ4,55,2.326445457149494,1.8693588925765314,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdgg5qoYDgbkp4TEY,56,2.6665504748627966,2.325334656057075,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbVHxK7FjYCv2QCBP,57,2.5422857222603383,2.0800145554760228,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUfXDxK1ThhAqzYsFE,58,2.57261975071774,1.8504389275175646,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbq825V5hd-4287Pf,59,2.2337967548542035,1.774259373453017,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdBw25YjgKNDlVLJa,60,2.024375347349993,0.9272729364286075,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbSLxK7Ehm4qsy0t6,61,2.0759306664266477,1.443997809528055,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdgc5qhLBWY0XuZmA,62,2.8075528232574776,2.1284094958578574,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUd3c4eIZijir1ousz,63,2.5677948925818077,1.8438980089780908,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUd3A4dbjiVENjpLkA,64,3.0410265936982834,1.9495751511931794,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdNs5qWTA6f4qDodK,65,2.4345541861942825,1.9354838110979486,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdbfxK02iP5rWKrVw,66,2.6426126796617457,2.0972784064429946,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUexfxK6nrxjHzDAkJ,67,2.149773223471668,2.2231757812595956,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbUY5qhLACFWlxBr3,68,3.4541949838493866,3.1516606130850997,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUajHxK6nrxjHy_BsR,69,2.94216123354483,2.726542271501637,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbVI5i7PA9OgJDNwj,70,2.569913369908155,1.8800602267264228,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbEQ241xg-EsBtZ7v,71,3.7255001380796466,3.365934117614259,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdNc5qsBDGOt8lJgH,72,2.310913882800865,2.113122496299148,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUd9c4uzqh_N6SCiss,73,1.6296856991430826,2.4217001359049553,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUd6I4eILhQCVbe7nL,74,3.034681555336697,2.0726237112884873,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbv_xK7Ehm2ZQzdWT,75,2.723520865710601,2.368222297839494,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdmA5qhLAB_d2fBwl,76,2.8831768371189908,2.5179122021828295,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUakrxK5YsWOzBAUlJ,77,2.164179230883949,1.9394794930561572,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUd6TxK6wB9lIs9ivi,78,3.449484562639191,2.824832050427833,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdjg5qX_Bw5o9IG_E,79,2.891511899629032,1.877583563664627,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUe0nxK7kjXLlzdoBA,80,2.5447748997453705,1.8836603324935146,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUd2Y4ubnhDSvJRyHO,81,2.0935668614695553,1.916657884166015,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUe404uzliCt-nLV60,82,2.874822897671024,2.697692908610094,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdmQ5qoTA_-bStSha,83,3.250692950339054,2.88976214218606,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbhzxK3YB9raXyg57,84,2.3305752519314074,1.481209646003706,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUeFrxK4sA-9F9lSY9,85,2.2553109696616835,1.5904656587209256,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbuo5qoaAwmU2sBb7,86,3.1987291801998237,2.8195313419167705,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUd5E5qg5A51O-MOXL,87,1.9534046830323568,2.8660967666684596,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbynxK4sA-9F9jLdg,88,2.2035500486848445,2.735551001638491,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUa245qsNCPV6Yix3b,89,2.5775996552055798,2.5309841576010546,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdd4241xg-QyzEflc,90,3.107865944619448,3.216070239403529,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbb04dbjiU9i0yjOT,91,2.4145180401025255,2.4493677950605366,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUec7xK02iP4Y2vYfY,92,2.2104180941209197,2.360464543728717,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbL7xK7Ehm308osVM,93,2.423624232291874,1.9906554847614732,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdgs5qhLA5d-DF18W,94,2.145148369596577,3.0534266497341362,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUal_xK2li-DeXxupJ,95,2.801761135887362,2.941188263045888,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbQHxK0iCl7UGVngH,96,2.7047662181248127,2.239288804330818,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdY45qoYA4xX7Fs7m,97,2.3961484894007787,1.6364150614053803,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUc5025V5ipNhMBkE8,98,3.795994755905551,3.5267101296098056,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbmzxK1UJ-rRH-1MD,99,3.5949576654949005,3.046346380299185,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbh04uzqh_Kly7RNW,100,2.569678446868996,2.2385187368356894,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdK84eIZjvCjkaEGo,101,2.3839487677786515,2.419331154235329,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbLPxK6-gDw5AtUZ3,102,3.826678313494543,3.924447546949342,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUd1_xaKgQMdMtQloi,103,2.6724403742543283,1.6053649870478426,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUaafxK1Thg9qFa1Qs,104,2.6575133147192607,1.8656216549466034,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbRw4ubnjorKKr43C,105,2.4209468277567576,1.7362094151932983,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUfgM5qhDCiwNLy3CU,106,1.6464455405542253,2.4046700926182574,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUa2nxK4sA-5Y3qUsP,107,3.7158025191961466,3.405062830741493,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUa_U4ubnjoqNEqKRH,108,3.152796700286127,2.893150197469184,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdW85qsJBjnJ89-mW,109,2.60544896122982,2.092395737278802,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdlg4eILhQJztnknv,110,2.3314269336208824,1.7309814343373164,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUfQPxK0zjCrsOBupv,111,2.878760276538963,2.1203536030200896,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUfufxK3YB9i3RN54o,112,2.6454973880418318,2.1402776798060534,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdX85qdmDH5kXI0R3,113,2.8939109179716938,2.0511767252811675,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbjE5qoaAwj4XNMHR,114,4.023547028490065,3.299443402231589,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbdM5qsMAIwbUZ5AS,115,2.2702703515862237,1.675679979255717,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdTrxK02iP5rWKmQx,116,2.3611739817012096,1.6934519144184683,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdBQ5qYVBSqkygqvC,117,2.4943875746339534,2.2157285458755775,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdqk25V5i1dkg3xWc,118,1.3847988296225193,1.077464541463273,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbXXxK7Tt6CA5FTG7,119,2.2447998153494937,1.7369166997316776,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUc_Y4c3aisMwilqSJ,120,3.231743372016393,3.8322425143172016,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdlE5qoYAo52Vqk4-,121,2.4192414266222118,1.56382874530578,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUed04eIOjR4Mj-00Z,122,2.2987342520455516,1.8008062978974462,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdWg5qg5A59MXG8c0,123,2.444306971973323,2.0985134571040223,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUfsA5qhLBrnqN0sQf,124,2.839068857008342,2.3481153414705416,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUbwnxK4sA-7sDdyQM,125,2.887356362055628,3.890453512192138,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUd9Y4eILhP_ZFB6pa,126,2.6660509796917644,2.0772958468985125,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUeTzxK6mkyCfODSv-,127,2.6445627002341423,3.2408629179735087,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUfbI25V5jXvdT3FCG,128,3.409828624117836,2.6221854219426253,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdhHxaKgQIQzdyQmI,129,2.223373709651439,1.2390478141467236,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUc-vxK7IDPXIhnLPg,130,3.4509318875955066,3.1761323792978913,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdfTxK6Ot9UjEBlvA,131,2.9802999578550513,2.5470742510621562,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdG45qX_Bl-uWGa7i,132,1.9716176621876365,1.3422883804516799,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUfSvxK6nrxjHzDfaq,133,2.1497947702419524,1.7487648801598112,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUdPc5qoYA0D8lKjOo,134,2.322254096027984,1.142802853108346,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUbWY25YjgKLaE8IjZ,135,2.6573983565314623,1.824263369739695,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUc-XxK3xgpbERC94a,136,3.6812096256067677,3.454357083547169,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUftw5qhDCYT-7h2Ps,137,2.676492952397516,3.388590464979045,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUduA4uzlhgyWvJ1dJ,138,2.161216598337485,1.7704490283428025,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
arxiv,BkiUfN_xK7IAE_K9ytSd,139,2.593435372296439,2.4055883707472576,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdb45qdmDD94KRNW6,140,3.136608188963725,2.5671916448083274,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUc_I5qYVBWXyireYI,141,2.13336088182548,2.5053953300359706,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUav3xK6nrxqmoxKc4,142,3.3032652439200976,3.0963646834174745,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUfHs5qhLBvG9b_Ccl,143,2.9712263168183153,2.125834238703377,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUfBXxK3YB9i3RNEBb,144,3.134100498462971,2.710082448790087,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
arxiv,BkiUdl84uBhjAAuFmfLG,145,3.071962449218843,2.4219950750917834,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
