_source_domain,_id,_line,fineweb_edu,fluency_en,modernbert_cleanliness,modernbert_readability,modernbert_reasoning,modernbert_professionalism,dsir_books,dsir_wiki,dsir_math,qurater,ad_en,rps_doc_word_count,rps_doc_num_sentences,rps_doc_unigram_entropy,rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length
c4,BkiUc_g4c3aisMwilqdm,9357,0.3359485210554739,0.6789261793582206,-0.00022077821638841712,0.5869967690863951,-0.2850208969596823,-0.6127536125952857,-0.6035126545194694,-0.5921842619914313,-0.5997291400536079,0.6409083157113679,0.34860633731213103,-0.3211308315777113,-0.2977765225852031,-0.3238033560908257,-0.18003413381189173,0.4686675687731117,0.20767731024230587,0.6217330429703891,-0.7615758755066683,1.4030958179232431,-0.22255592462631463,0.6215630179352915
commoncrawl,BkiUbjzxK1yAgWay3Wka,12842,-0.7525948980104855,-4.92353378338825,-0.00968843539237333,0.055431888978865064,-0.2978493982335087,-0.8249335908266588,0.987674042994309,1.1552074395514724,1.1724093920653442,-1.3157627686980764,-5.0,1.4737983439411826,1.4574336328432402,1.222308434147299,1.3433933940107432,0.35709128683905134,-0.4328898338369275,-0.20630931810665498,-0.5658270182917002,-0.12755416526574942,1.2164911981682913,0.9305186955358156
commoncrawl,BkiUczQ4uzlhXz2JT41e,12138,2.228539221255255,0.6746348072607082,0.703657892751051,0.4190490551121958,0.2874140006573369,-0.21222104663283348,-0.08199083013161423,-0.15828087244793712,-0.07211818034947878,1.862884677737558,-5.0,0.27112421643785356,0.0411700193319736,0.18088049516576105,-0.04986840947237104,0.6762042398040125,0.053395906028727895,0.4031719391559641,-0.6412939661698525,0.8418574907539459,0.10554897046355514,0.07491549591662917
commoncrawl,BkiUd83xK6-gD5TleJuX,18059,-1.1795002046919136,-0.5607951858816825,-0.004713383823329256,-0.40729425336031927,-0.2983877948829576,-0.9126499301276555,-0.8087347747568103,-0.7917781829791019,-0.6845687949217634,-0.5307895330388134,-5.0,-0.4283952429512182,-0.6566114479701601,-0.6324940349187668,0.07032662038274298,0.4064501278745772,-0.3406788147175652,3.497984594761402,-0.635556724971459,1.4030958179232431,-0.6413716460758299,0.8199825151837187
commoncrawl,BkiUfeA5qhLBmcl5qFzi,15272,-1.1237412248703418,0.6239580634423038,-0.020056503736910525,0.21418848206492486,1.2136075698634063,-0.5686069173017996,-0.1156839353634988,-0.09827895557525322,-0.05612597574790742,0.30539682363756376,-5.0,0.1825164067801223,0.18901218578879303,0.5251893412497596,-0.42578702136490726,0.2497599494499713,-0.38068909748765833,-0.2813691189620857,-0.6404000156424176,0.1275541652657492,1.7664303069627527,0.0944733421903381
github,BkiUbK44eIXgu2VZm247,30969,0.7905230411786178,-4.529212539128723,0.006010559986173477,-0.13083135322239947,2.7365848100317702,1.1792921836216186,0.866702135338415,0.8632360126384249,0.7428157647734959,-0.057780749170671414,-5.0,0.27577818803087134,0.37277215545628156,0.2753931357534719,0.43239559920555426,-1.6470353401280482,-0.368173970947921,0.10439567356123008,-0.08174800418772307,-0.8928791568602455,-0.05077880259533293,-1.7858607238025912
github,BkiUan_xK7Tt6CA5EnLi,28157,0.7554560475297489,0.3208186341881767,0.5774998717909477,0.7618342702883282,1.499127229585096,1.053179130221977,1.1223648716431636,1.0958481476807314,0.9956387356560485,0.6003099703963971,0.04879431134396808,0.7443513159520202,0.6342567485014651,0.8727356531131857,0.8487616504430943,-1.3245916219753586,0.6409725739391867,-0.31902345130001886,0.8033864033703872,-0.42092874537697295,-0.27803814387903475,-0.17272349585255153
github,BkiUdp05qYVBZEfUirf7,25408,-0.5813285677549286,-0.8417723327898946,-1.4485067320932437,-1.037379733580954,0.6762746369419819,1.0587719202077386,0.38700991933219947,0.36121713304998126,0.32989417055173953,-0.009781663824325791,0.46670884531007484,-0.5906727226813455,0.5248589143130094,-1.417324315667592,0.8838960501066508,-1.828757343208494,-0.8727472433914748,4.33858692217372,0.36656038697875515,-0.7495991356028285,-0.5392629908571233,-5.0
github,BkiUcRXxK1fBGwCLLv6s,23598,0.4880746989665973,-1.957743803490468,-1.4136158118953899,-1.8936888165823353,0.7537193701288942,0.7029792991201599,-0.06199758605991207,-0.0824514992630262,-0.17621524085282508,-0.05058300086587139,0.44085005351197937,-0.7435218031782422,0.08050964334983056,-0.8020206860999061,-0.8463677903205276,-2.7199493074799097,0.13639930149563284,0.9512339232837279,-0.08857620717433516,-0.9851523827971707,-0.5809032373101846,-1.6367795402147296
stackexchange,BkiUdq84dbghZEB7VDHx,33109,0.10747168456227016,-2.1248140494013326,0.004937054040230467,-0.01481386170445801,3.745668684778776,1.157113094077774,1.6599486390795717,1.6574591882889165,1.584859057147317,-0.0015266669436150727,0.6289129456357612,0.6571224600939346,0.0411700193319736,0.2551056428813374,0.9657259566641041,-3.004003527351997,-0.064623228098801,1.2886151846655092,-0.24074825563352653,-0.9821670725462702,2.4255801581370253,-0.009702006537560981
stackexchange,BkiUd-DxK6nrxjHzCPrk,36719,2.1934377062242674,-0.5451336777720207,0.007811095812821286,-0.10671109491711683,2.4459476161855442,0.5533076936191608,-0.08882118695256515,-0.05504245990466157,-0.14326862930364556,-0.10065429342100198,0.5429417752548322,-0.06054771045916097,0.7677343753107623,-0.09623894852598248,0.2510138165636771,-1.6174618028013055,-1.45903278667609,0.4575306521904499,0.6948673765506859,0.31682808791815165,3.3080019097811286,1.1520812179573416
stackexchange,BkiUd0E4dbghU_Qx7b5V,32968,-0.7326945153547982,0.5951216001704419,6.407473622097497e-05,-3.204500817765087,-0.3472496151587486,-0.16815548762634472,-1.6805085074575814,-1.6277336562648832,-1.7052772093934576,-0.44502975755524127,0.6661973900810451,-1.3065433277326721,-1.2700438046470015,-1.0929457858232288,-2.0051107251982576,0.04174367009315405,-3.50489906093112,-0.7424425761612679,1.8189864242694325,1.4030958179232431,-0.27219763584238976,1.0999128184377671
stackexchange,BkiUfALxaKgQUeUjbQEZ,34487,-1.2963517178724278,-1.020145635732069,0.0004972223657772833,-1.30310720385074,0.8944132061953295,-0.046616425629993075,-1.1770852860748446,-1.1386066792260838,-1.130696994007197,-0.3138632702334566,0.6439860960638994,-0.792961685553747,-1.1086899891892847,-0.6259777715652829,-1.2648027390263745,0.4814752857335125,1.1455458463827406,-0.7424425761612679,1.3356228296565995,0.8418574907539459,-0.7267871233135496,0.5792091293491345
wikipedia,BkiUdgI5qYVBNjBBcVFB,42608,-0.6526383446430116,0.1292496555859819,0.6916181628412934,0.15215905345290015,-0.32368518108412236,-0.43269015155257967,0.9089175886537778,0.9076283943695647,0.9002425897474992,-0.5063670909352762,-5.0,0.9378311653247123,0.5478471111737501,0.9122063806718241,0.7985088303623286,-0.05906479030672756,0.4387898869820648,-0.7424425761612679,1.3630629690191318,0.4287237221432134,3.3123636453202705,0.2830057121621509
wikipedia,BkiUdxU4uzlgqBZvCo7J,46373,-0.7730433890256644,-4.110784457295175,0.0999945961271181,0.649271792207624,-0.34414766410408815,-0.547746560427051,1.0486670242651357,0.9932782630112339,1.0243821152999597,0.5090651893010003,-0.38407126463708746,1.0065583808579717,0.6134323566768413,1.0300551023505027,0.46825212056082083,0.6342026759574826,0.39845557966677236,-0.31902345130001886,1.0935661983304323,0.2806191635846486,1.7055533681529857,-0.8196458548709015
wikipedia,BkiUbC04ubnjoscfM3ej,49184,-0.6833534729887907,-1.6627078144640521,-1.40587714989664,-0.4048892663206952,-1.3022106765902053,-0.8943650881413838,-0.21807532167577648,-0.22815037814297756,-0.21237159530492072,-0.8065241906306266,0.4913355891267167,-0.3858696316390517,-2.080957271251083,-1.4803942242908654,1.2136196494621025,-1.0208579438923298,-5.0,5.0,0.6522519419112517,-0.8418574907539459,-0.7267871233135496,0.2411571892431545
wikipedia,BkiUe_s25V5jQSoCcpV8,41247,-1.675622945120042,0.12021987770666624,-0.000250945189871471,-0.09278765360338148,-0.26753856538367166,-0.4518652237214366,-1.1664059531678985,-1.1962336345225209,-1.1813021503136598,-0.8118019755215728,-0.4537368456411724,-0.9939384555386446,-0.9722672820617985,-0.8312907891788105,-1.2648027390263745,0.271309837383338,-0.727097226603645,3.068329547589973,1.0784094145472378,0.15589953532480483,-0.7267871233135496,-1.1783078314220232
